Year ,Row,Image_Id,northing (m),easting (m),elevation (m),salinity (psu),Sarc,Spart,Limon,Bor,Batis,Juncus,Mud,snails (number per image)
,,,,,,,,,,,,,,
2014,34,DSC_7411,-31.45430791,6.229757062,0.640870615,61.9657721,0,15,0,0,0,0,0,121
,,,,,,,,,,,,,,
2014,34,DSC_7457,-45.40179379,-5.372118644,0.650301117,45.21265511,0,15,0,0,0,2,0,103
,,,,,,,,,,,,,,
2014,34,DSC_7383,-22.9645339,13.29176836,0.640209319,54.05671091,0,0,0,0,0,0,15,2
,,,,,,,,,,,,,,
2014,34,DSC_7458,-45.705,-5.624333333,0.650333333,44.51820313,0,15,0,0,0,1,0,75
,,,,,,,,,,,,,,
2014,34,DSC_7433,-38.12484463,0.681033898,0.641492355,63.2811664,0,8,0,0,0,0,7,33
,,,,,,,,,,,,,,
2014,34,DSC_7354,-14.17155367,20.60599435,0.684856178,39.58511672,13,2,13,0,5,4,0,72
,,,,,,,,,,,,,,
2014,34,DSC_7398,-27.51262712,9.508548023,0.639375431,78.44096489,0,15,0,0,0,1,0,125
,,,,,,,,,,,,,,
2014,34,DSC_7377,-21.14529661,14.8050565,0.645696225,79.22845236,15,0,0,0,0,0,0,117
,,,,,,,,,,,,,,
2014,34,DSC_7452,-43.88576271,-4.111045198,0.650140038,48.68491501,2,15,0,0,0,1,0,108
,,,,,,,,,,,,,,
2014,34,DSC_7399,-27.81583333,9.256333333,0.640018738,76.77866442,0,15,0,0,0,0,0,118
,,,,,,,,,,,,,,
2014,34,DSC_7401,-28.42224576,8.751903955,0.641305352,73.45406346,0,15,0,0,0,0,0,127
,,,,,,,,,,,,,,
2014,34,DSC_7402,-28.72545198,8.499689266,0.641948658,71.79176298,0,15,0,0,0,0,0,120
,,,,,,,,,,,,,,
2014,34,DSC_7427,-36.30560734,2.194322034,0.640482858,59.58587427,1,15,0,0,0,1,0,121
,,,,,,,,,,,,,,
2014,34,DSC_7428,-36.60881356,1.942107345,0.640293445,60.48021398,6,15,0,0,0,0,0,92
,,,,,,,,,,,,,,
2014,34,DSC_7408,-30.54468927,6.98640113,0.644325415,64.46851623,1,15,0,0,0,0,0,91
,,,,,,,,,,,,,,
2014,34,DSC_7429,-36.91201977,1.689892655,0.640104032,61.37455369,6,15,0,0,0,0,0,120
,,,,,,,,,,,,,,
2014,34,DSC_7384,-23.26774011,13.03955367,0.639954136,53.5271008,0,0,0,0,0,0,15,3
,,,,,,,,,,,,,,
2014,34,DSC_7352,-13.56514124,21.11042373,0.694963512,38.59276888,0,0,1,0,14,14,0,65
,,,,,,,,,,,,,,
2014,34,DSC_7430,-37.21522599,1.437677966,0.639914618,62.2688934,5,15,0,0,0,0,0,148
,,,,,,,,,,,,,,
2014,34,DSC_7423,-35.09278249,3.203180791,0.639742664,57.58595202,2,15,0,0,0,2,0,149
,,,,,,,,,,,,,,
2014,34,DSC_7346,-11.74590395,22.62371186,0.734357998,39.30530931,0,0,0,0,15,0,0,23
,,,,,,,,,,,,,,
2014,34,DSC_7416,-32.97033898,4.968683616,0.636586293,59.50397035,6,15,0,0,0,0,0,99
,,,,,,,,,,,,,,
2014,34,DSC_7425,-35.69919492,2.698751412,0.640791194,57.83114981,3,15,0,0,0,0,0,115
,,,,,,,,,,,,,,
2014,34,DSC_7420,-34.18316384,3.959824859,0.638389934,58.40795988,6,14,0,0,0,0,0,77
,,,,,,,,,,,,,,
2014,34,DSC_7439,-39.94408192,-0.832254237,0.648264034,52.4209451,0,15,0,0,0,0,0,123
,,,,,,,,,,,,,,
2014,35,DSC_7517,-35.34369095,4.08594702,0.635065441,50.27094701,5,14,0,0,0,1,0,104
,,,,,,,,,,,,,,
2014,35,DSC_7549,-27.77756291,10.38295364,0.635460751,74.33753611,0,15,0,0,0,0,0,90
,,,,,,,,,,,,,,
2014,35,DSC_7502,-38.89031347,1.134225166,0.636588824,56.21783352,0,15,0,0,0,0,0,101
,,,,,,,,,,,,,,
2014,35,DSC_7586,-19.02922737,17.66386755,0.654619503,91.67662623,15,4,0,0,0,0,0,72
,,,,,,,,,,,,,,
2014,35,DSC_7578,-20.92075938,16.08961589,0.648592289,83.01324758,7,0,0,0,0,0,8,7
,,,,,,,,,,,,,,
2014,35,DSC_7494,-40.78184547,-0.44002649,0.643679307,46.4342498,0,15,0,0,0,0,0,138
,,,,,,,,,,,,,,
2014,35,DSC_7581,-20.21143488,16.67996026,0.652173952,91.143852,15,0,0,0,0,0,0,78
,,,,,,,,,,,,,,
2014,35,DSC_7559,-25.4131479,12.35076821,0.633555064,52.55001678,1,15,0,0,0,0,0,77
,,,,,,,,,,,,,,
2014,35,DSC_7555,-26.35891391,11.56364238,0.634544456,62.27817309,0,15,0,0,0,5,0,68
,,,,,,,,,,,,,,
2014,35,DSC_7538,-30.37841943,8.218357616,0.639816628,60.69402145,0,15,0,0,0,0,0,81
,,,,,,,,,,,,,,
2014,35,DSC_7563,-24.4673819,13.13789404,0.635435422,53.58260693,0,15,0,0,0,5,0,90
,,,,,,,,,,,,,,
2014,35,DSC_7522,-34.16148344,5.069854305,0.633302573,51.73388912,4,12,0,0,0,0,0,77
,,,,,,,,,,,,,,
2014,35,DSC_7531,-32.03350993,6.840887417,0.635353694,57.84855404,0,15,0,0,0,1,0,123
,,,,,,,,,,,,,,
2014,35,DSC_7582,-19.97499338,16.87674172,0.65336784,93.85405348,14,0,0,0,0,0,1,88
,,,,,,,,,,,,,,
2014,35,DSC_7474,-45.5106755,-4.375655629,0.649560387,44.2991798,0,15,0,0,0,0,0,105
,,,,,,,,,,,,,,
2014,35,DSC_7615,-12.17242384,23.3705298,0.731818481,38.55821202,0,0,1,0,15,2,0,24
,,,,,,,,,,,,,,
2014,35,DSC_7489,-41.96405298,-1.423933775,0.644229326,48.54743929,0,15,0,0,0,1,0,120
,,,,,,,,,,,,,,
2014,35,DSC_7564,-24.2309404,13.3346755,0.635657608,53.99775786,5,15,0,0,0,4,0,112
,,,,,,,,,,,,,,
2014,35,DSC_7488,-42.20049448,-1.620715232,0.64433933,48.97007718,0,15,0,0,0,0,0,112
,,,,,,,,,,,,,,
2014,35,DSC_7529,-32.50639294,6.447324503,0.633582556,56.48997926,0,15,0,0,0,0,0,118
,,,,,,,,,,,,,,
2014,35,DSC_7572,-22.33940839,14.90892715,0.641428964,66.75203872,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,35,DSC_7577,-21.15720088,15.89283444,0.647398402,80.3030461,3,0,0,0,0,0,11,2
,,,,,,,,,,,,,,
2014,35,DSC_7511,-36.76233996,2.905258278,0.636273032,51.83892158,0,15,0,0,0,6,0,90
,,,,,,,,,,,,,,
2014,35,DSC_7512,-36.52589845,3.102039735,0.636408386,50.67123401,0,15,0,0,0,2,0,62
,,,,,,,,,,,,,,
2014,35,DSC_7580,-20.44787638,16.48317881,0.650980064,88.43365053,15,0,0,0,0,0,0,60
,,,,,,,,,,,,,,
2014,35,DSC_7516,-35.58013245,3.889165563,0.635418014,49.97835858,4,15,0,0,0,4,0,82
,,,,,,,,,,,,,,
2014,35,DSC_7514,-36.05301545,3.495602649,0.636123161,49.39318174,0,15,0,0,0,1,0,108
,,,,,,,,,,,,,,
2014,35,DSC_7485,-42.90981898,-2.211059603,0.645373738,49.83996793,0,15,0,0,0,6,0,44
,,,,,,,,,,,,,,
2014,35,DSC_7553,-26.83179691,11.17007947,0.635039152,67.14225124,0,15,0,0,0,0,0,67
,,,,,,,,,,,,,,
2014,35,DSC_7483,-43.38270199,-2.604622517,0.647496506,49.61007772,0,15,0,0,0,10,0,78
,,,,,,,,,,,,,,
2014,35,DSC_7567,-23.52161589,13.92501987,0.636324165,55.24321065,12,12,0,0,0,0,1,58
,,,,,,,,,,,,,,
2014,35,DSC_7601,-15.48260486,20.6155894,0.672771616,53.02886567,15,0,2,0,0,3,0,85
,,,,,,,,,,,,,,
2014,35,DSC_7617,-11.69954084,23.76409272,0.757870343,38.61425039,9,1,0,0,15,1,0,31
,,,,,,,,,,,,,,
2014,35,DSC_7587,-18.79278587,17.86064901,0.654808405,90.79256965,15,9,0,0,0,0,0,105
,,,,,,,,,,,,,,
2014,35,DSC_7619,-11.22665784,24.15765563,0.783922206,38.67028876,8,5,1,0,15,1,0,29
,,,,,,,,,,,,,,
2014,35,DSC_7532,-31.79706843,7.037668874,0.636239263,58.52784143,0,15,0,0,0,1,0,133
,,,,,,,,,,,,,,
2014,35,DSC_7501,-39.12675497,0.937443709,0.637488753,54.96601599,0,15,0,0,0,0,0,76
,,,,,,,,,,,,,,
2014,35,DSC_7539,-30.14197792,8.415139073,0.639420639,61.93434096,0,13,0,0,0,0,2,46
,,,,,,,,,,,,,,
2014,35,DSC_7620,-10.99021634,24.35443709,0.796948137,38.69830794,9,11,0,0,12,0,0,41
,,,,,,,,,,,,,,
2014,35,DSC_7479,-44.32846799,-3.391748344,0.648827698,47.48604481,0,14,0,0,0,1,0,77
,,,,,,,,,,,,,,
2014,35,DSC_7508,-37.47166446,2.314913907,0.635866973,55.34198429,0,15,0,0,0,0,0,134
,,,,,,,,,,,,,,
2014,35,DSC_7570,-22.81229139,14.51536424,0.639041189,61.33163577,5,2,0,0,0,0,9,14
,,,,,,,,,,,,,,
2014,35,DSC_7607,-14.06395585,21.79627815,0.689614473,37.78829257,0,0,0,0,15,8,0,44
,,,,,,,,,,,,,,
2014,35,DSC_7545,-28.72332892,9.595827815,0.637044706,69.37625805,3,15,0,0,0,3,0,93
,,,,,,,,,,,,,,
2014,35,DSC_7560,-25.1767064,12.54754967,0.634768865,52.33715414,0,15,0,0,0,0,0,86
,,,,,,,,,,,,,,
2014,35,DSC_7585,-19.26566887,17.46708609,0.654430602,92.56068281,13,0,0,0,0,0,3,48
,,,,,,,,,,,,,,
2014,35,DSC_7622,-10.51733333,24.748,0.823,38.75434631,11,15,0,0,7,0,0,22
,,,,,,,,,,,,,,
2014,35,DSC_7547,-28.25044592,9.989390728,0.636252728,71.85689708,1,15,0,0,0,0,0,69
,,,,,,,,,,,,,,
2014,35,DSC_7571,-22.57584989,14.7121457,0.640235076,64.04183725,1,1,0,0,0,0,13,1
,,,,,,,,,,,,,,
2014,35,DSC_7594,-17.13769536,19.23811921,0.656356071,84.18683352,13,0,1,0,0,6,0,117
,,,,,,,,,,,,,,
2014,35,DSC_7611,-13.11818985,22.58340397,0.703827089,38.26439714,0,0,0,0,12,0,3,16
,,,,,,,,,,,,,,
2014,35,DSC_7476,-45.03779249,-3.982092715,0.649267311,45.5739258,0,15,0,0,0,0,0,103
,,,,,,,,,,,,,,
2014,35,DSC_7550,-27.54112141,10.5797351,0.635781197,74.43836846,0,15,0,0,0,0,0,79
,,,,,,,,,,,,,,
2014,35,DSC_7558,-25.6495894,12.15398675,0.633802412,54.98205586,0,15,0,0,0,0,0,92
,,,,,,,,,,,,,,
2014,35,DSC_7491,-41.49116998,-1.030370861,0.644009319,47.70216349,0,15,0,0,0,5,0,130
,,,,,,,,,,,,,,
2014,35,DSC_7598,-16.19192936,20.02524503,0.66567908,66.36133477,14,1,2,0,0,8,0,147
,,,,,,,,,,,,,,
2014,35,DSC_7477,-44.80135099,-3.785311258,0.649120773,46.21129881,0,15,0,0,0,0,0,110
,,,,,,,,,,,,,,
2014,35,DSC_7515,-35.81657395,3.692384106,0.635770588,49.68577016,0,15,0,0,0,0,0,76
,,,,,,,,,,,,,,
2014,35,DSC_7609,-13.59107285,22.18984106,0.696720781,38.02634485,0,0,0,0,15,2,0,34
,,,,,,,,,,,,,,
2014,35,DSC_7562,-24.7038234,12.94111258,0.635213237,53.167456,1,15,0,0,0,2,0,97
,,,,,,,,,,,,,,
2014,35,DSC_7478,-44.56490949,-3.588529801,0.648974235,46.84867181,0,15,0,0,0,0,0,71
,,,,,,,,,,,,,,
2014,35,DSC_7482,-43.61914349,-2.801403974,0.648388084,49.39816382,1,15,0,0,0,2,0,20
,,,,,,,,,,,,,,
2014,35,DSC_7584,-19.50211038,17.27030464,0.654176875,93.51063835,10,0,0,0,0,0,5,40
,,,,,,,,,,,,,,
2014,35,DSC_7612,-12.88174834,22.78018543,0.707380243,38.38342328,0,0,0,0,12,0,4,7
,,,,,,,,,,,,,,
2014,35,DSC_7506,-37.94454746,1.921350993,0.635596267,57.67735943,3,15,0,0,0,0,0,128
,,,,,,,,,,,,,,
2014,35,DSC_7534,-31.32418543,7.431231788,0.638010401,59.88641621,0,14,0,0,0,2,0,106
,,,,,,,,,,,,,,
2014,35,DSC_7569,-23.04873289,14.31858278,0.637847301,58.6214343,7,10,0,0,0,0,3,43
,,,,,,,,,,,,,,
2014,35,DSC_7568,-23.28517439,14.12180132,0.636653413,55.91123282,5,15,0,0,0,0,0,72
,,,,,,,,,,,,,,
2014,35,DSC_7621,-10.75377483,24.55121854,0.809974069,38.72632713,11,15,0,0,10,1,0,48
,,,,,,,,,,,,,,
2014,35,DSC_7600,-15.71904636,20.41880795,0.670407437,57.47302203,15,0,3,0,0,2,0,113
,,,,,,,,,,,,,,
2014,35,DSC_7528,-32.74283444,6.250543046,0.632696987,55.81069186,3,14,0,0,1,0,0,76
,,,,,,,,,,,,,,
2014,35,DSC_7509,-37.23522296,2.511695364,0.636002326,54.17429672,0,15,0,0,0,0,0,140
,,,,,,,,,,,,,,
2014,35,DSC_7523,-33.92504194,5.266635762,0.63295,52.02647755,6,12,0,0,0,0,0,38
,,,,,,,,,,,,,,
2014,35,DSC_7519,-34.87080795,4.479509934,0.634360294,50.85612385,0,15,0,0,0,1,0,100
,,,,,,,,,,,,,,
2014,35,DSC_7548,-28.01400442,10.18617219,0.635856739,73.0972166,0,15,0,0,0,1,0,79
,,,,,,,,,,,,,,
2014,35,DSC_7490,-41.72761148,-1.227152318,0.644119322,48.12480139,0,15,0,0,0,6,0,152
,,,,,,,,,,,,,,
2014,35,DSC_7561,-24.9402649,12.74433113,0.634991051,52.75230507,0,15,0,0,0,1,0,81
,,,,,,,,,,,,,,
2014,35,DSC_7495,-40.54540397,-0.243245033,0.642888331,47.4551108,0,15,0,0,0,0,0,149
,,,,,,,,,,,,,,
2014,35,DSC_7472,-45.9835585,-4.769218543,0.649853462,43.02443379,0,15,0,0,0,1,0,115
,,,,,,,,,,,,,,
2014,35,DSC_7505,-38.18098896,1.724569536,0.635460914,58.845047,1,15,0,0,0,0,0,136
,,,,,,,,,,,,,,
2014,35,DSC_7513,-36.28945695,3.298821192,0.636382473,49.77590825,0,15,0,0,0,2,0,97
,,,,,,,,,,,,,,
2014,35,DSC_7530,-32.26995143,6.64410596,0.634468125,57.16926665,0,15,0,0,0,0,0,127
,,,,,,,,,,,,,,
2014,35,DSC_7473,-45.747117,-4.572437086,0.649706924,43.6618068,0,15,0,0,0,0,0,109
,,,,,,,,,,,,,,
2014,35,DSC_7592,-17.61057837,18.84455629,0.655752913,86.37228676,15,12,0,0,0,0,0,100
,,,,,,,,,,,,,,
2014,35,DSC_7535,-31.08774393,7.628013245,0.63889597,60.5657036,0,14,0,0,0,0,0,86
,,,,,,,,,,,,,,
2014,35,DSC_7576,-21.39364238,15.69605298,0.646204514,77.59284462,1,0,0,0,0,0,14,2
,,,,,,,,,,,,,,
2014,35,DSC_7507,-37.70810596,2.11813245,0.63573162,56.50967186,2,15,0,0,0,0,0,138
,,,,,,,,,,,,,,
2014,35,DSC_7487,-42.43693598,-1.817496689,0.644449334,49.39271508,0,15,0,0,0,0,0,139
,,,,,,,,,,,,,,
2014,35,DSC_7604,-14.77328035,21.20593377,0.679864151,39.69639656,5,0,3,0,11,15,0,98
,,,,,,,,,,,,,,
2014,35,DSC_7610,-13.35463135,22.38662252,0.700273935,38.14537099,0,0,0,0,15,1,0,29
,,,,,,,,,,,,,,
2014,35,DSC_7521,-34.39792494,4.873072848,0.633655147,51.4413007,3,14,0,0,0,0,0,88
,,,,,,,,,,,,,,
2014,35,DSC_7536,-30.85130243,7.824794702,0.639781539,61.24499099,0,15,0,0,0,0,0,92
,,,,,,,,,,,,,,
2014,35,DSC_7510,-36.99878146,2.708476821,0.636137679,53.00660915,0,15,0,0,0,3,0,110
,,,,,,,,,,,,,,
2014,35,DSC_7608,-13.82751435,21.9930596,0.693167627,37.90731871,0,0,1,0,15,3,0,51
,,,,,,,,,,,,,,
2014,35,DSC_7540,-29.90553642,8.61192053,0.639024651,63.17466048,1,13,0,0,0,0,2,48
,,,,,,,,,,,,,,
2014,35,DSC_7593,-17.37413687,19.04133775,0.655941815,85.48823018,15,7,0,0,0,0,0,135
,,,,,,,,,,,,,,
2014,35,DSC_7588,-18.55634437,18.05743046,0.654997307,89.90851307,15,11,0,0,0,0,0,106
,,,,,,,,,,,,,,
2014,35,DSC_7597,-16.42837086,19.82846358,0.663314901,70.80549114,12,0,2,0,0,11,0,142
,,,,,,,,,,,,,,
2014,35,DSC_7504,-38.41743046,1.527788079,0.635564322,58.43474462,0,15,0,0,0,0,0,136
,,,,,,,,,,,,,,
2014,35,DSC_7533,-31.56062693,7.234450331,0.637124832,59.20712882,0,14,0,0,0,1,0,62
,,,,,,,,,,,,,,
2014,35,DSC_7556,-26.12247241,11.76042384,0.634297108,59.84613401,0,15,0,0,0,1,0,81
,,,,,,,,,,,,,,
2014,35,DSC_7543,-29.19621192,9.202264901,0.637836684,66.89561902,0,15,0,0,0,0,0,94
,,,,,,,,,,,,,,
2014,35,DSC_7579,-20.68431788,16.28639735,0.649786177,85.72344905,12,0,0,0,0,0,3,26
,,,,,,,,,,,,,,
2014,35,DSC_7603,-15.00972185,21.00915232,0.677499973,44.14055293,15,0,4,0,6,7,0,92
,,,,,,,,,,,,,,
2014,35,DSC_7590,-18.08346137,18.45099338,0.65537511,88.14039992,15,5,0,0,0,0,0,135
,,,,,,,,,,,,,,
2014,35,DSC_7557,-25.88603091,11.9572053,0.63404976,57.41409493,0,15,0,0,0,0,0,95
,,,,,,,,,,,,,,
2014,35,DSC_7595,-16.90125386,19.43490066,0.658586544,79.69380388,12,0,1,0,0,10,0,86
,,,,,,,,,,,,,,
2014,35,DSC_7552,-27.06823841,10.97329801,0.635286501,69.57429031,0,15,0,0,0,0,0,77
,,,,,,,,,,,,,,
2014,35,DSC_7591,-17.84701987,18.64777483,0.655564012,87.25634334,14,12,0,0,0,0,0,145
,,,,,,,,,,,,,,
2014,35,DSC_7500,-39.36319647,0.740662252,0.638388683,53.71419846,0,15,0,0,0,0,0,87
,,,,,,,,,,,,,,
2014,35,DSC_7551,-27.30467991,10.77651656,0.635533849,72.00632939,1,15,0,0,0,0,0,107
,,,,,,,,,,,,,,
2014,35,DSC_7520,-34.63436645,4.676291391,0.63400772,51.14871228,0,15,0,0,0,0,0,117
,,,,,,,,,,,,,,
2014,35,DSC_7484,-43.14626049,-2.40784106,0.646435122,49.72502282,0,15,0,0,0,8,0,49
,,,,,,,,,,,,,,
2014,35,DSC_7499,-39.59963797,0.543880795,0.639288613,52.46238092,0,15,0,0,0,0,0,101
,,,,,,,,,,,,,,
2014,35,DSC_7616,-11.93598234,23.56731126,0.744844412,38.5862312,4,0,0,0,15,2,0,37
,,,,,,,,,,,,,,
2014,35,DSC_7524,-33.68860044,5.463417219,0.632597426,52.31906597,7,8,0,0,0,0,2,22
,,,,,,,,,,,,,,
2014,35,DSC_7498,-39.83607947,0.347099338,0.640188542,51.21056339,0,15,0,0,0,0,0,116
,,,,,,,,,,,,,,
2014,35,DSC_7525,-33.45215894,5.660198675,0.632244853,52.61165439,5,5,0,0,0,0,5,35
,,,,,,,,,,,,,,
2014,35,DSC_7596,-16.66481236,19.63168212,0.660950722,75.24964751,10,0,0,0,0,12,0,94
,,,,,,,,,,,,,,
2014,35,DSC_7492,-41.25472848,-0.833589404,0.643899315,47.2795256,0,15,0,0,0,4,0,133
,,,,,,,,,,,,,,
2014,35,DSC_7575,-21.63008389,15.49927152,0.645010627,74.88264315,0,0,0,0,0,0,15,2
,,,,,,,,,,,,,,
2014,35,DSC_7503,-38.65387196,1.331006623,0.635755395,57.44505939,0,15,0,0,0,0,0,116
,,,,,,,,,,,,,,
2014,35,DSC_7583,-19.73855188,17.07352318,0.65383587,94.54931688,12,0,0,0,0,0,3,47
,,,,,,,,,,,,,,
2014,35,DSC_7526,-33.21571744,5.856980132,0.631334674,54.22308998,6,5,0,0,0,0,5,31
,,,,,,,,,,,,,,
2014,35,DSC_7613,-12.64530684,22.97696689,0.710933397,38.50244942,0,0,0,0,13,0,2,11
,,,,,,,,,,,,,,
2014,35,DSC_7493,-41.01828698,-0.636807947,0.643789311,46.8568877,0,15,0,0,0,1,0,130
,,,,,,,,,,,,,,
2014,35,DSC_7481,-43.85558499,-2.99818543,0.648534622,48.76079082,0,15,0,0,0,0,0,109
,,,,,,,,,,,,,,
2014,35,DSC_7614,-12.40886534,23.17374834,0.718832787,38.54817566,0,0,0,0,15,0,0,19
,,,,,,,,,,,,,,
2014,35,DSC_7606,-14.30039735,21.59949669,0.686061319,37.66926643,0,0,0,0,15,14,0,55
,,,,,,,,,,,,,,
2014,35,DSC_7573,-22.10296689,15.10570861,0.642622851,69.4622402,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,35,DSC_7471,-46.22,-4.966,0.65,42.38706079,0,15,0,0,0,0,0,86
,,,,,,,,,,,,,,
2014,35,DSC_7599,-15.95548786,20.22202649,0.668043258,61.9171784,15,0,1,0,0,6,0,123
,,,,,,,,,,,,,,
2014,35,DSC_7541,-29.66909492,8.808701987,0.638628662,64.41497999,1,14,0,0,0,0,1,56
,,,,,,,,,,,,,,
2014,35,DSC_7554,-26.59535541,11.36686093,0.634791804,64.71021216,0,15,0,0,0,1,0,84
,,,,,,,,,,,,,,
2014,35,DSC_7542,-29.43265342,9.005483444,0.638232673,65.65529951,1,14,0,0,0,0,0,67
,,,,,,,,,,,,,,
2014,35,DSC_7618,-11.46309934,23.96087417,0.770896275,38.64226957,9,2,1,0,15,1,0,23
,,,,,,,,,,,,,,
2014,35,DSC_7546,-28.48688742,9.792609272,0.636648717,70.61657757,3,14,0,0,0,2,0,106
,,,,,,,,,,,,,,
2014,35,DSC_7565,-23.9944989,13.53145695,0.635879793,54.41290879,3,15,0,0,0,1,0,118
,,,,,,,,,,,,,,
2014,35,DSC_7480,-44.09202649,-3.194966887,0.64868116,48.12341781,0,15,0,0,0,0,0,102
,,,,,,,,,,,,,,
2014,35,DSC_7497,-40.07252097,0.150317881,0.641088472,49.95874586,0,15,0,0,0,0,0,107
,,,,,,,,,,,,,,
2014,35,DSC_7566,-23.7580574,13.72823841,0.636101979,54.82805972,3,15,0,0,0,0,0,136
,,,,,,,,,,,,,,
2014,35,DSC_7475,-45.274234,-4.178874172,0.649413849,44.9365528,0,15,0,0,0,1,0,118
,,,,,,,,,,,,,,
2014,35,DSC_7527,-32.97927594,6.053761589,0.631811418,55.13140447,5,13,0,0,0,0,0,48
,,,,,,,,,,,,,,
2014,35,DSC_7589,-18.31990287,18.25421192,0.655186208,89.02445649,15,7,0,0,0,0,0,109
,,,,,,,,,,,,,,
2014,35,DSC_7602,-15.24616336,20.81237086,0.675135794,48.5847093,15,0,4,0,2,3,0,84
,,,,,,,,,,,,,,
2014,35,DSC_7544,-28.95977042,9.399046358,0.637440695,68.13593854,0,15,0,0,0,1,0,103
,,,,,,,,,,,,,,
2014,35,DSC_7518,-35.10724945,4.282728477,0.634712867,50.56353543,1,15,0,0,0,0,0,102
,,,,,,,,,,,,,,
2014,35,DSC_7605,-14.53683885,21.40271523,0.6823947,37.55314169,2,0,0,0,14,15,0,51
,,,,,,,,,,,,,,
2014,35,DSC_7486,-42.67337748,-2.014278146,0.644559338,49.81535298,0,15,0,0,0,3,0,92
,,,,,,,,,,,,,,
2014,35,DSC_7496,-40.30896247,-0.046463576,0.641988402,48.70692833,0,15,0,0,0,0,0,138
,,,,,,,,,,,,,,
2014,35,DSC_7537,-30.61486093,8.021576159,0.639960664,60.55280189,0,15,0,0,0,0,0,99
,,,,,,,,,,,,,,
2014,36,DSC_7767,-41.14090566,-0.57936478,0.642987336,46.96958458,0,15,0,0,0,0,0,78
,,,,,,,,,,,,,,
2014,36,DSC_7741,-35.39932075,4.379440252,0.633562588,50.27421469,0,15,0,0,0,0,0,90
,,,,,,,,,,,,,,
2014,36,DSC_7653,-15.96626415,21.16308805,0.667806737,55.5685879,15,0,0,0,0,5,0,77
,,,,,,,,,,,,,,
2014,36,DSC_7692,-24.57864151,13.7248805,0.634849079,54.86147915,0,13,0,0,0,0,2,39
,,,,,,,,,,,,,,
2014,36,DSC_7739,-34.95766038,4.760886792,0.632839272,50.82369776,0,15,0,0,0,0,0,75
,,,,,,,,,,,,,,
2014,36,DSC_7751,-37.60762264,2.472207547,0.634860428,55.49269864,0,15,0,0,0,0,0,73
,,,,,,,,,,,,,,
2014,36,DSC_7783,-44.67418868,-3.630937107,0.648941004,46.57767242,0,15,1,0,0,0,0,106
,,,,,,,,,,,,,,
2014,36,DSC_7652,-15.74543396,21.35381132,0.670014953,51.36946573,15,0,1,0,0,0,0,91
,,,,,,,,,,,,,,
2014,36,DSC_7643,-13.75796226,23.07032075,0.696473508,38.84089775,0,3,0,0,13,8,0,35
,,,,,,,,,,,,,,
2014,36,DSC_7735,-34.07433962,5.523779874,0.631392641,51.92266389,0,2,0,0,0,0,11,1
,,,,,,,,,,,,,,
2014,36,DSC_7776,-43.12837736,-2.295874214,0.645894725,49.6334356,0,15,0,0,0,0,0,112
,,,,,,,,,,,,,,
2014,36,DSC_7659,-17.29124528,20.01874843,0.654840393,78.93877833,4,0,0,0,0,14,0,56
,,,,,,,,,,,,,,
2014,36,DSC_7763,-40.25758491,0.183528302,0.640555514,49.3391952,0,15,0,0,0,0,0,106
,,,,,,,,,,,,,,
2014,36,DSC_7779,-43.79086792,-2.868044025,0.648335864,48.97230763,0,15,0,0,0,0,0,116
,,,,,,,,,,,,,,
2014,36,DSC_7675,-20.8245283,16.9671761,0.649675359,89.44519138,12,0,0,0,0,0,3,48
,,,,,,,,,,,,,,
2014,36,DSC_7651,-15.52460377,21.54453459,0.672223168,47.17034356,15,2,1,0,0,0,0,102
,,,,,,,,,,,,,,
2014,36,DSC_7658,-17.07041509,20.2094717,0.656765661,76.56419874,1,0,0,0,0,15,0,43
,,,,,,,,,,,,,,
2014,36,DSC_7701,-26.56611321,12.00837107,0.631733344,62.01416185,0,15,0,0,0,0,0,74
,,,,,,,,,,,,,,
2014,36,DSC_7777,-43.34920755,-2.486597484,0.646918896,49.53324281,0,15,0,0,0,0,0,106
,,,,,,,,,,,,,,
2014,36,DSC_7676,-21.04535849,16.77645283,0.649100642,87.31032995,12,0,0,0,0,0,3,51
,,,,,,,,,,,,,,
2014,36,DSC_7697,-25.68279245,12.77126415,0.631496426,53.80527742,0,15,0,0,0,0,0,91
,,,,,,,,,,,,,,
2014,36,DSC_7746,-36.5034717,3.425823899,0.635176932,50.30487842,0,15,0,0,0,1,0,83
,,,,,,,,,,,,,,
2014,36,DSC_7747,-36.72430189,3.235100629,0.63527084,51.0769319,1,15,0,0,0,0,0,98
,,,,,,,,,,,,,,
2014,36,DSC_7781,-44.2325283,-3.249490566,0.648638434,47.77499003,0,15,0,0,0,2,0,77
,,,,,,,,,,,,,,
2014,36,DSC_7749,-37.16596226,2.853654088,0.635065634,53.28481527,0,15,0,0,0,0,0,88
,,,,,,,,,,,,,,
2014,36,DSC_7662,-17.95373585,19.44657862,0.650824916,84.52395822,14,9,0,0,0,2,0,117
,,,,,,,,,,,,,,
2014,36,DSC_7771,-42.02422642,-1.342257862,0.643547694,48.56703446,0,15,0,0,0,0,0,65
,,,,,,,,,,,,,,
2014,36,DSC_7672,-20.16203774,17.53934591,0.648381249,93.40028519,8,0,0,0,0,0,6,26
,,,,,,,,,,,,,,
